-100	-200	-130
20	-200	-40
20	-100	-40
-100	-100	-130
-100	-200	-130
20	-200	-200
20	-100	-200
-100	-100	-130
-100	-200	-130
-220	-200	-200
-220	-100	-200
-100	-100	-130
-100	-200	-130
-220	-200	-40
-220	-100	-40
-100	-100	-130
-100	-200	-130
20	-200	-40
20	-100	-40
-100	-100	-130



